actual_player,predicted_player,top_3_predictions,top_3_correct,top_5_predictions,top_5_correct,top_7_predictions,top_7_correct,top_10_predictions,top_10_correct
Al Jefferson,Al Jefferson,"['Brian Roberts', 'Bismack Biyombo', 'Al Jefferson']",True,"['Gerald Henderson', 'Marvin Williams', 'Brian Roberts', 'Bismack Biyombo', 'Al Jefferson']",True,"['Kemba Walker', 'Al Horford', 'Gerald Henderson', 'Marvin Williams', 'Brian Roberts', 'Bismack Biyombo', 'Al Jefferson']",True,"['Gary Neal', 'Lance Stephenson', 'Boris Diaw', 'Kemba Walker', 'Al Horford', 'Gerald Henderson', 'Marvin Williams', 'Brian Roberts', 'Bismack Biyombo', 'Al Jefferson']",True
Evan Turner,Jeff Green,"['Evan Turner', 'Jared Sullinger', 'Jeff Green']",True,"['Paul Pierce', 'Marcus Smart', 'Evan Turner', 'Jared Sullinger', 'Jeff Green']",True,"['Kelly Olynyk', 'Rajon Rondo', 'Paul Pierce', 'Marcus Smart', 'Evan Turner', 'Jared Sullinger', 'Jeff Green']",True,"['Jae Crowder', 'Avery Bradley', 'Kevin Garnett', 'Kelly Olynyk', 'Rajon Rondo', 'Paul Pierce', 'Marcus Smart', 'Evan Turner', 'Jared Sullinger', 'Jeff Green']",True
Tristan Thompson,Tristan Thompson,"['LeBron James', 'Timofey Mozgov', 'Tristan Thompson']",True,"['Kyrie Irving', 'Zydrunas Ilgauskas', 'LeBron James', 'Timofey Mozgov', 'Tristan Thompson']",True,"['Anderson Varejao', 'Shawn Marion', 'Kyrie Irving', 'Zydrunas Ilgauskas', 'LeBron James', 'Timofey Mozgov', 'Tristan Thompson']",True,"['Mike Miller', 'J.R. Smith', 'Mo Williams', 'Anderson Varejao', 'Shawn Marion', 'Kyrie Irving', 'Zydrunas Ilgauskas', 'LeBron James', 'Timofey Mozgov', 'Tristan Thompson']",True
Mike Conley,Mike Conley,"['Rudy Gay', 'Marc Gasol', 'Mike Conley']",True,"['Kosta Koufos', 'Jon Leuer', 'Rudy Gay', 'Marc Gasol', 'Mike Conley']",True,"['Nick Calathes', 'Hakim Warrick', 'Kosta Koufos', 'Jon Leuer', 'Rudy Gay', 'Marc Gasol', 'Mike Conley']",True,"['Zach Randolph', 'O.J. Mayo', 'Mike Miller', 'Nick Calathes', 'Hakim Warrick', 'Kosta Koufos', 'Jon Leuer', 'Rudy Gay', 'Marc Gasol', 'Mike Conley']",True
Nik Stauskas,DeMarcus Cousins,"['Omri Casspi', 'Jason Thompson', 'DeMarcus Cousins']",False,"['Derrick Williams', 'Francisco Garcia', 'Omri Casspi', 'Jason Thompson', 'DeMarcus Cousins']",False,"['John Salmons', 'Nik Stauskas', 'Derrick Williams', 'Francisco Garcia', 'Omri Casspi', 'Jason Thompson', 'DeMarcus Cousins']",True,"['Carl Landry', 'Darren Collison', 'Isaiah Thomas', 'John Salmons', 'Nik Stauskas', 'Derrick Williams', 'Francisco Garcia', 'Omri Casspi', 'Jason Thompson', 'DeMarcus Cousins']",True
Arron Afflalo,Damian Lillard,"['Brandon Roy', 'Allen Crabbe', 'Damian Lillard']",False,"['Andre Miller', 'Chris Kaman', 'Brandon Roy', 'Allen Crabbe', 'Damian Lillard']",False,"['CJ McCollum', 'LaMarcus Aldridge', 'Andre Miller', 'Chris Kaman', 'Brandon Roy', 'Allen Crabbe', 'Damian Lillard']",False,"['Steve Blake', 'Nicolas Batum', 'Arron Afflalo', 'CJ McCollum', 'LaMarcus Aldridge', 'Andre Miller', 'Chris Kaman', 'Brandon Roy', 'Allen Crabbe', 'Damian Lillard']",True
Jimmy Butler,Jimmy Butler,"['Derrick Rose', 'Joakim Noah', 'Jimmy Butler']",True,"['Mike Dunleavy', 'Kirk Hinrich', 'Derrick Rose', 'Joakim Noah', 'Jimmy Butler']",True,"['Nikola Mirotic', 'Luol Deng', 'Mike Dunleavy', 'Kirk Hinrich', 'Derrick Rose', 'Joakim Noah', 'Jimmy Butler']",True,"['Taj Gibson', 'Ben Gordon', 'Pau Gasol', 'Nikola Mirotic', 'Luol Deng', 'Mike Dunleavy', 'Kirk Hinrich', 'Derrick Rose', 'Joakim Noah', 'Jimmy Butler']",True
Kirk Hinrich,Kirk Hinrich,"['Pau Gasol', 'Mike Dunleavy', 'Kirk Hinrich']",True,"['Joakim Noah', 'Nikola Mirotic', 'Pau Gasol', 'Mike Dunleavy', 'Kirk Hinrich']",True,"['Taj Gibson', 'Luol Deng', 'Joakim Noah', 'Nikola Mirotic', 'Pau Gasol', 'Mike Dunleavy', 'Kirk Hinrich']",True,"['Aaron Brooks', 'Derrick Rose', 'Jimmy Butler', 'Taj Gibson', 'Luol Deng', 'Joakim Noah', 'Nikola Mirotic', 'Pau Gasol', 'Mike Dunleavy', 'Kirk Hinrich']",True
Victor Oladipo,Victor Oladipo,"['Nikola Vucevic', 'Tobias Harris', 'Victor Oladipo']",True,"['Maurice Harkless', 'Willie Green', 'Nikola Vucevic', 'Tobias Harris', 'Victor Oladipo']",True,"['Trevor Ariza', 'Rashard Lewis', 'Maurice Harkless', 'Willie Green', 'Nikola Vucevic', 'Tobias Harris', 'Victor Oladipo']",True,"['Evan Fournier', 'Luke Ridnour', 'Ryan Anderson', 'Trevor Ariza', 'Rashard Lewis', 'Maurice Harkless', 'Willie Green', 'Nikola Vucevic', 'Tobias Harris', 'Victor Oladipo']",True
Channing Frye,Elfrid Payton,"['Andrew Nicholson', 'Evan Fournier', 'Elfrid Payton']",False,"['Nikola Vucevic', 'Channing Frye', 'Andrew Nicholson', 'Evan Fournier', 'Elfrid Payton']",True,"['Jameer Nelson', 'Dwight Howard', 'Nikola Vucevic', 'Channing Frye', 'Andrew Nicholson', 'Evan Fournier', 'Elfrid Payton']",True,"['Tobias Harris', 'Hedo Turkoglu', ""Kyle O'Quinn"", 'Jameer Nelson', 'Dwight Howard', 'Nikola Vucevic', 'Channing Frye', 'Andrew Nicholson', 'Evan Fournier', 'Elfrid Payton']",True
C.J. Watson,David West,"['George Hill', 'C.J. Watson', 'David West']",True,"['Luis Scola', 'Danny Granger', 'George Hill', 'C.J. Watson', 'David West']",True,"['Donald Sloan', 'Damjan Rudez', 'Luis Scola', 'Danny Granger', 'George Hill', 'C.J. Watson', 'David West']",True,"['Chris Copeland', 'Roy Hibbert', 'Ian Mahinmi', 'Donald Sloan', 'Damjan Rudez', 'Luis Scola', 'Danny Granger', 'George Hill', 'C.J. Watson', 'David West']",True
Marcus Morris,Marcus Morris,"['Markieff Morris', 'Goran Dragic', 'Marcus Morris']",True,"['Gerald Green', 'Eric Bledsoe', 'Markieff Morris', 'Goran Dragic', 'Marcus Morris']",True,"['Jared Dudley', 'Leandro Barbosa', 'Gerald Green', 'Eric Bledsoe', 'Markieff Morris', 'Goran Dragic', 'Marcus Morris']",True,"['Raja Bell', 'Grant Hill', 'Isaiah Thomas', 'Jared Dudley', 'Leandro Barbosa', 'Gerald Green', 'Eric Bledsoe', 'Markieff Morris', 'Goran Dragic', 'Marcus Morris']",True
Alexis Ajinca,Anthony Davis,"['Al-Farouq Aminu', 'Alexis Ajinca', 'Anthony Davis']",True,"['Chris Paul', 'Austin Rivers', 'Al-Farouq Aminu', 'Alexis Ajinca', 'Anthony Davis']",True,"['Dante Cunningham', 'Al Horford', 'Chris Paul', 'Austin Rivers', 'Al-Farouq Aminu', 'Alexis Ajinca', 'Anthony Davis']",True,"['Al Jefferson', 'Joe Johnson', 'Andre Iguodala', 'Dante Cunningham', 'Al Horford', 'Chris Paul', 'Austin Rivers', 'Al-Farouq Aminu', 'Alexis Ajinca', 'Anthony Davis']",True
Kirk Hinrich,Kirk Hinrich,"['Nikola Mirotic', 'Joakim Noah', 'Kirk Hinrich']",True,"['Taj Gibson', 'Mike Dunleavy', 'Nikola Mirotic', 'Joakim Noah', 'Kirk Hinrich']",True,"['Jimmy Butler', 'Pau Gasol', 'Taj Gibson', 'Mike Dunleavy', 'Nikola Mirotic', 'Joakim Noah', 'Kirk Hinrich']",True,"['Nazr Mohammed', 'Derrick Rose', 'Luol Deng', 'Jimmy Butler', 'Pau Gasol', 'Taj Gibson', 'Mike Dunleavy', 'Nikola Mirotic', 'Joakim Noah', 'Kirk Hinrich']",True
Omer Asik,Ryan Anderson,"['Quincy Pondexter', 'Omer Asik', 'Ryan Anderson']",True,"['Eric Gordon', 'Tyreke Evans', 'Quincy Pondexter', 'Omer Asik', 'Ryan Anderson']",True,"['Josh Smith', 'Joe Johnson', 'Eric Gordon', 'Tyreke Evans', 'Quincy Pondexter', 'Omer Asik', 'Ryan Anderson']",True,"['Marvin Williams', 'Norris Cole', 'Jrue Holiday', 'Josh Smith', 'Joe Johnson', 'Eric Gordon', 'Tyreke Evans', 'Quincy Pondexter', 'Omer Asik', 'Ryan Anderson']",True
Patty Mills,Tim Duncan,"['Manu Ginobili', 'Patty Mills', 'Tim Duncan']",True,"['Tony Parker', 'Tiago Splitter', 'Manu Ginobili', 'Patty Mills', 'Tim Duncan']",True,"['Michael Finley', 'Matt Bonner', 'Tony Parker', 'Tiago Splitter', 'Manu Ginobili', 'Patty Mills', 'Tim Duncan']",True,"['Boris Diaw', 'Kawhi Leonard', 'Marco Belinelli', 'Michael Finley', 'Matt Bonner', 'Tony Parker', 'Tiago Splitter', 'Manu Ginobili', 'Patty Mills', 'Tim Duncan']",True
Vince Carter,Tony Allen,"['Marc Gasol', 'Mike Conley', 'Tony Allen']",False,"['Nick Calathes', 'Vince Carter', 'Marc Gasol', 'Mike Conley', 'Tony Allen']",True,"['Tayshaun Prince', 'Kosta Koufos', 'Nick Calathes', 'Vince Carter', 'Marc Gasol', 'Mike Conley', 'Tony Allen']",True,"['Mike Miller', 'Quincy Pondexter', 'Rudy Gay', 'Tayshaun Prince', 'Kosta Koufos', 'Nick Calathes', 'Vince Carter', 'Marc Gasol', 'Mike Conley', 'Tony Allen']",True
Derrick Favors,Derrick Favors,"['Enes Kanter', 'Gordon Hayward', 'Derrick Favors']",True,"['Joe Ingles', 'Dante Exum', 'Enes Kanter', 'Gordon Hayward', 'Derrick Favors']",True,"['Rudy Gobert', 'Trey Burke', 'Joe Ingles', 'Dante Exum', 'Enes Kanter', 'Gordon Hayward', 'Derrick Favors']",True,"['Elijah Millsap', 'Trevor Booker', 'Deron Williams', 'Rudy Gobert', 'Trey Burke', 'Joe Ingles', 'Dante Exum', 'Enes Kanter', 'Gordon Hayward', 'Derrick Favors']",True
Nikola Pekovic,Chase Budinger,"['Gorgui Dieng', 'Kevin Love', 'Chase Budinger']",False,"['Corey Brewer', 'Kevin Martin', 'Gorgui Dieng', 'Kevin Love', 'Chase Budinger']",False,"['Thaddeus Young', 'Randy Foye', 'Corey Brewer', 'Kevin Martin', 'Gorgui Dieng', 'Kevin Love', 'Chase Budinger']",False,"['Joe Johnson', 'Nikola Pekovic', 'Luke Ridnour', 'Thaddeus Young', 'Randy Foye', 'Corey Brewer', 'Kevin Martin', 'Gorgui Dieng', 'Kevin Love', 'Chase Budinger']",True
Kevin Seraphin,John Wall,"['Caron Butler', 'Kevin Seraphin', 'John Wall']",True,"['Antawn Jamison', 'Marcin Gortat', 'Caron Butler', 'Kevin Seraphin', 'John Wall']",True,"['Andray Blatche', 'Bradley Beal', 'Antawn Jamison', 'Marcin Gortat', 'Caron Butler', 'Kevin Seraphin', 'John Wall']",True,"['Kris Humphries', 'DeShawn Stevenson', 'Brendan Haywood', 'Andray Blatche', 'Bradley Beal', 'Antawn Jamison', 'Marcin Gortat', 'Caron Butler', 'Kevin Seraphin', 'John Wall']",True
Gary Harris,Carmelo Anthony,"['Arron Afflalo', 'J.J. Hickson', 'Carmelo Anthony']",False,"['Andre Miller', 'Kenneth Faried', 'Arron Afflalo', 'J.J. Hickson', 'Carmelo Anthony']",False,"['Jameer Nelson', 'Danilo Gallinari', 'Andre Miller', 'Kenneth Faried', 'Arron Afflalo', 'J.J. Hickson', 'Carmelo Anthony']",False,"['Ty Lawson', 'Darrell Arthur', 'Gary Harris', 'Jameer Nelson', 'Danilo Gallinari', 'Andre Miller', 'Kenneth Faried', 'Arron Afflalo', 'J.J. Hickson', 'Carmelo Anthony']",True
Tyler Ennis,Zaza Pachulia,"['O.J. Mayo', 'Khris Middleton', 'Zaza Pachulia']",False,"['Trevor Ariza', 'Larry Sanders', 'O.J. Mayo', 'Khris Middleton', 'Zaza Pachulia']",False,"['Jared Dudley', 'Ersan Ilyasova', 'Trevor Ariza', 'Larry Sanders', 'O.J. Mayo', 'Khris Middleton', 'Zaza Pachulia']",False,"['Vince Carter', 'Monta Ellis', 'Tyreke Evans', 'Jared Dudley', 'Ersan Ilyasova', 'Trevor Ariza', 'Larry Sanders', 'O.J. Mayo', 'Khris Middleton', 'Zaza Pachulia']",False
Roy Hibbert,Roy Hibbert,"['Luis Scola', 'Rodney Stuckey', 'Roy Hibbert']",True,"['Lavoy Allen', 'Ian Mahinmi', 'Luis Scola', 'Rodney Stuckey', 'Roy Hibbert']",True,"['Paul George', 'Mike Dunleavy', 'Lavoy Allen', 'Ian Mahinmi', 'Luis Scola', 'Rodney Stuckey', 'Roy Hibbert']",True,"['George Hill', 'David West', 'Solomon Hill', 'Paul George', 'Mike Dunleavy', 'Lavoy Allen', 'Ian Mahinmi', 'Luis Scola', 'Rodney Stuckey', 'Roy Hibbert']",True
Josh Smith,James Harden,"['Patrick Beverley', 'Josh Smith', 'James Harden']",True,"['Shane Battier', 'Luis Scola', 'Patrick Beverley', 'Josh Smith', 'James Harden']",True,"['Kyle Lowry', 'Jason Terry', 'Shane Battier', 'Luis Scola', 'Patrick Beverley', 'Josh Smith', 'James Harden']",True,"['Rafer Alston', 'Dwight Howard', 'Donatas Motiejunas', 'Kyle Lowry', 'Jason Terry', 'Shane Battier', 'Luis Scola', 'Patrick Beverley', 'Josh Smith', 'James Harden']",True
Gordon Hayward,Gordon Hayward,"['Enes Kanter', 'Derrick Favors', 'Gordon Hayward']",True,"['Dante Exum', 'Trey Burke', 'Enes Kanter', 'Derrick Favors', 'Gordon Hayward']",True,"['Joe Ingles', 'Rudy Gobert', 'Dante Exum', 'Trey Burke', 'Enes Kanter', 'Derrick Favors', 'Gordon Hayward']",True,"['Deron Williams', 'Rodney Hood', 'Carlos Boozer', 'Joe Ingles', 'Rudy Gobert', 'Dante Exum', 'Trey Burke', 'Enes Kanter', 'Derrick Favors', 'Gordon Hayward']",True
Marcin Gortat,John Wall,"['Kevin Seraphin', 'Otto Porter', 'John Wall']",False,"['Kris Humphries', 'Marcin Gortat', 'Kevin Seraphin', 'Otto Porter', 'John Wall']",True,"['Caron Butler', 'Nene Hilario', 'Kris Humphries', 'Marcin Gortat', 'Kevin Seraphin', 'Otto Porter', 'John Wall']",True,"['Antawn Jamison', 'Bradley Beal', 'Martell Webster', 'Caron Butler', 'Nene Hilario', 'Kris Humphries', 'Marcin Gortat', 'Kevin Seraphin', 'Otto Porter', 'John Wall']",True
Rasual Butler,Rasual Butler,"['Paul Pierce', 'Gilbert Arenas', 'Rasual Butler']",True,"['John Wall', 'Nick Young', 'Paul Pierce', 'Gilbert Arenas', 'Rasual Butler']",True,"['Nene Hilario', 'Otto Porter', 'John Wall', 'Nick Young', 'Paul Pierce', 'Gilbert Arenas', 'Rasual Butler']",True,"['Jarvis Hayes', 'Trevor Booker', 'Trevor Ariza', 'Nene Hilario', 'Otto Porter', 'John Wall', 'Nick Young', 'Paul Pierce', 'Gilbert Arenas', 'Rasual Butler']",True
Draymond Green,Draymond Green,"['Harrison Barnes', 'David Lee', 'Draymond Green']",True,"['Andrew Bogut', 'Festus Ezeli', 'Harrison Barnes', 'David Lee', 'Draymond Green']",True,"['Klay Thompson', 'Stephen Curry', 'Andrew Bogut', 'Festus Ezeli', 'Harrison Barnes', 'David Lee', 'Draymond Green']",True,"['Andris Biedrins', 'Monta Ellis', 'Andre Iguodala', 'Klay Thompson', 'Stephen Curry', 'Andrew Bogut', 'Festus Ezeli', 'Harrison Barnes', 'David Lee', 'Draymond Green']",True
Derrick Williams,Jason Thompson,"['Omri Casspi', 'DeMarcus Cousins', 'Jason Thompson']",False,"['Derrick Williams', 'Ray McCallum', 'Omri Casspi', 'DeMarcus Cousins', 'Jason Thompson']",True,"['Francisco Garcia', 'Isaiah Thomas', 'Derrick Williams', 'Ray McCallum', 'Omri Casspi', 'DeMarcus Cousins', 'Jason Thompson']",True,"['Tyreke Evans', 'John Salmons', 'Nik Stauskas', 'Francisco Garcia', 'Isaiah Thomas', 'Derrick Williams', 'Ray McCallum', 'Omri Casspi', 'DeMarcus Cousins', 'Jason Thompson']",True
Tyler Hansbrough,Tyler Hansbrough,"['Patrick Patterson', 'Terrence Ross', 'Tyler Hansbrough']",True,"['Kyle Lowry', 'Lou Williams', 'Patrick Patterson', 'Terrence Ross', 'Tyler Hansbrough']",True,"['Jose Calderon', 'DeMar DeRozan', 'Kyle Lowry', 'Lou Williams', 'Patrick Patterson', 'Terrence Ross', 'Tyler Hansbrough']",True,"['Jonas Valanciunas', 'Greivis Vasquez', 'James Johnson', 'Jose Calderon', 'DeMar DeRozan', 'Kyle Lowry', 'Lou Williams', 'Patrick Patterson', 'Terrence Ross', 'Tyler Hansbrough']",True
Tim Hardaway,Quincy Acy,"['Carmelo Anthony', 'Shane Larkin', 'Quincy Acy']",False,"['David Lee', 'J.R. Smith', 'Carmelo Anthony', 'Shane Larkin', 'Quincy Acy']",False,"['Raymond Felton', 'Jamal Crawford', 'David Lee', 'J.R. Smith', 'Carmelo Anthony', 'Shane Larkin', 'Quincy Acy']",False,"['Pablo Prigioni', 'Jared Jeffries', 'Nate Robinson', 'Raymond Felton', 'Jamal Crawford', 'David Lee', 'J.R. Smith', 'Carmelo Anthony', 'Shane Larkin', 'Quincy Acy']",False
Ish Smith,Luc Mbah a Moute,"['Hollis Thompson', 'Michael Carter-Williams', 'Luc Mbah a Moute']",False,"['Nerlens Noel', 'Jerami Grant', 'Hollis Thompson', 'Michael Carter-Williams', 'Luc Mbah a Moute']",False,"['JaKarr Sampson', 'K.J. McDaniels', 'Nerlens Noel', 'Jerami Grant', 'Hollis Thompson', 'Michael Carter-Williams', 'Luc Mbah a Moute']",False,"['Thaddeus Young', 'Jason Richardson', 'Robert Covington', 'JaKarr Sampson', 'K.J. McDaniels', 'Nerlens Noel', 'Jerami Grant', 'Hollis Thompson', 'Michael Carter-Williams', 'Luc Mbah a Moute']",False
Nerlens Noel,Nerlens Noel,"['Luc Mbah a Moute', 'Michael Carter-Williams', 'Nerlens Noel']",True,"['Robert Covington', 'Hollis Thompson', 'Luc Mbah a Moute', 'Michael Carter-Williams', 'Nerlens Noel']",True,"['Thaddeus Young', 'K.J. McDaniels', 'Robert Covington', 'Hollis Thompson', 'Luc Mbah a Moute', 'Michael Carter-Williams', 'Nerlens Noel']",True,"['Jerami Grant', 'Henry Sims', 'Spencer Hawes', 'Thaddeus Young', 'K.J. McDaniels', 'Robert Covington', 'Hollis Thompson', 'Luc Mbah a Moute', 'Michael Carter-Williams', 'Nerlens Noel']",True
Andre Miller,Ben McLemore,"['DeMarcus Cousins', 'Andre Miller', 'Ben McLemore']",True,"['Jason Thompson', 'Beno Udrih', 'DeMarcus Cousins', 'Andre Miller', 'Ben McLemore']",True,"['Darren Collison', 'Carl Landry', 'Jason Thompson', 'Beno Udrih', 'DeMarcus Cousins', 'Andre Miller', 'Ben McLemore']",True,"['Omri Casspi', 'Derrick Williams', 'Andres Nocioni', 'Darren Collison', 'Carl Landry', 'Jason Thompson', 'Beno Udrih', 'DeMarcus Cousins', 'Andre Miller', 'Ben McLemore']",True
Nene Hilario,Nene Hilario,"['John Wall', 'Marcin Gortat', 'Nene Hilario']",True,"['Otto Porter', 'Bradley Beal', 'John Wall', 'Marcin Gortat', 'Nene Hilario']",True,"['Kris Humphries', 'Kevin Seraphin', 'Otto Porter', 'Bradley Beal', 'John Wall', 'Marcin Gortat', 'Nene Hilario']",True,"['Paul Pierce', 'Trevor Ariza', 'Martell Webster', 'Kris Humphries', 'Kevin Seraphin', 'Otto Porter', 'Bradley Beal', 'John Wall', 'Marcin Gortat', 'Nene Hilario']",True
Khris Middleton,Khris Middleton,"['Giannis Antetokounmpo', 'John Henson', 'Khris Middleton']",True,"['Jabari Parker', 'Jerryd Bayless', 'Giannis Antetokounmpo', 'John Henson', 'Khris Middleton']",True,"['Michael Carter-Williams', 'Ersan Ilyasova', 'Jabari Parker', 'Jerryd Bayless', 'Giannis Antetokounmpo', 'John Henson', 'Khris Middleton']",True,"['Joe Johnson', 'Jared Dudley', 'O.J. Mayo', 'Michael Carter-Williams', 'Ersan Ilyasova', 'Jabari Parker', 'Jerryd Bayless', 'Giannis Antetokounmpo', 'John Henson', 'Khris Middleton']",True
Joe Johnson,Joe Johnson,"['Deron Williams', 'Jarrett Jack', 'Joe Johnson']",True,"['Brook Lopez', 'Josh Smith', 'Deron Williams', 'Jarrett Jack', 'Joe Johnson']",True,"['Markel Brown', 'Paul Pierce', 'Brook Lopez', 'Josh Smith', 'Deron Williams', 'Jarrett Jack', 'Joe Johnson']",True,"['Alan Anderson', 'Marvin Williams', 'Jamal Crawford', 'Markel Brown', 'Paul Pierce', 'Brook Lopez', 'Josh Smith', 'Deron Williams', 'Jarrett Jack', 'Joe Johnson']",True
Bradley Beal,Bradley Beal,"['John Wall', 'Garrett Temple', 'Bradley Beal']",True,"['Antawn Jamison', 'Andray Blatche', 'John Wall', 'Garrett Temple', 'Bradley Beal']",True,"['Kevin Seraphin', 'Andre Miller', 'Antawn Jamison', 'Andray Blatche', 'John Wall', 'Garrett Temple', 'Bradley Beal']",True,"['Marcin Gortat', 'Drew Gooden', 'Nene Hilario', 'Kevin Seraphin', 'Andre Miller', 'Antawn Jamison', 'Andray Blatche', 'John Wall', 'Garrett Temple', 'Bradley Beal']",True
Victor Oladipo,Victor Oladipo,"['Nikola Vucevic', 'Tobias Harris', 'Victor Oladipo']",True,"['Rashard Lewis', 'Willie Green', 'Nikola Vucevic', 'Tobias Harris', 'Victor Oladipo']",True,"['Trevor Ariza', 'Maurice Harkless', 'Rashard Lewis', 'Willie Green', 'Nikola Vucevic', 'Tobias Harris', 'Victor Oladipo']",True,"['Ryan Anderson', 'Evan Fournier', 'Elfrid Payton', 'Trevor Ariza', 'Maurice Harkless', 'Rashard Lewis', 'Willie Green', 'Nikola Vucevic', 'Tobias Harris', 'Victor Oladipo']",True
Andre Drummond,Andre Drummond,"['Ben Gordon', 'Brandon Jennings', 'Andre Drummond']",True,"['Anthony Tolliver', 'Caron Butler', 'Ben Gordon', 'Brandon Jennings', 'Andre Drummond']",True,"['Greg Monroe', 'Austin Daye', 'Anthony Tolliver', 'Caron Butler', 'Ben Gordon', 'Brandon Jennings', 'Andre Drummond']",True,"['Josh Smith', 'Kentavious Caldwell-Pope', 'Antonio McDyess', 'Greg Monroe', 'Austin Daye', 'Anthony Tolliver', 'Caron Butler', 'Ben Gordon', 'Brandon Jennings', 'Andre Drummond']",True
Kostas Papanikolaou,Shane Battier,"['James Harden', 'Luis Scola', 'Shane Battier']",False,"['Patrick Beverley', 'Josh Smith', 'James Harden', 'Luis Scola', 'Shane Battier']",False,"['Kyle Lowry', 'Rafer Alston', 'Patrick Beverley', 'Josh Smith', 'James Harden', 'Luis Scola', 'Shane Battier']",False,"['Trevor Ariza', 'Jason Terry', 'Kostas Papanikolaou', 'Kyle Lowry', 'Rafer Alston', 'Patrick Beverley', 'Josh Smith', 'James Harden', 'Luis Scola', 'Shane Battier']",True
Michael Kidd-Gilchrist,Marvin Williams,"['Gerald Henderson', 'Kemba Walker', 'Marvin Williams']",False,"['Michael Kidd-Gilchrist', 'Lance Stephenson', 'Gerald Henderson', 'Kemba Walker', 'Marvin Williams']",True,"['Al Jefferson', 'Mo Williams', 'Michael Kidd-Gilchrist', 'Lance Stephenson', 'Gerald Henderson', 'Kemba Walker', 'Marvin Williams']",True,"['Brian Roberts', 'Gerald Wallace', 'Bismack Biyombo', 'Al Jefferson', 'Mo Williams', 'Michael Kidd-Gilchrist', 'Lance Stephenson', 'Gerald Henderson', 'Kemba Walker', 'Marvin Williams']",True
Patrick Patterson,Lou Williams,"['Kyle Lowry', 'Patrick Patterson', 'Lou Williams']",True,"['Jose Calderon', 'Terrence Ross', 'Kyle Lowry', 'Patrick Patterson', 'Lou Williams']",True,"['DeMar DeRozan', 'Jonas Valanciunas', 'Jose Calderon', 'Terrence Ross', 'Kyle Lowry', 'Patrick Patterson', 'Lou Williams']",True,"['Greivis Vasquez', 'Amir Johnson', 'James Johnson', 'DeMar DeRozan', 'Jonas Valanciunas', 'Jose Calderon', 'Terrence Ross', 'Kyle Lowry', 'Patrick Patterson', 'Lou Williams']",True
Marvin Williams,Marvin Williams,"['Gerald Henderson', 'Kemba Walker', 'Marvin Williams']",True,"['Mo Williams', 'Lance Stephenson', 'Gerald Henderson', 'Kemba Walker', 'Marvin Williams']",True,"['Bismack Biyombo', 'Al Jefferson', 'Mo Williams', 'Lance Stephenson', 'Gerald Henderson', 'Kemba Walker', 'Marvin Williams']",True,"['Raymond Felton', 'Michael Kidd-Gilchrist', 'Gerald Wallace', 'Bismack Biyombo', 'Al Jefferson', 'Mo Williams', 'Lance Stephenson', 'Gerald Henderson', 'Kemba Walker', 'Marvin Williams']",True
Chandler Parsons,Al-Farouq Aminu,"['Devin Harris', 'Chandler Parsons', 'Al-Farouq Aminu']",True,"['Brandan Wright', 'Dirk Nowitzki', 'Devin Harris', 'Chandler Parsons', 'Al-Farouq Aminu']",True,"['Brendan Haywood', 'Charlie Villanueva', 'Brandan Wright', 'Dirk Nowitzki', 'Devin Harris', 'Chandler Parsons', 'Al-Farouq Aminu']",True,"['Monta Ellis', 'Brandon Bass', ""Amar'e Stoudemire"", 'Brendan Haywood', 'Charlie Villanueva', 'Brandan Wright', 'Dirk Nowitzki', 'Devin Harris', 'Chandler Parsons', 'Al-Farouq Aminu']",True
Tim Hardaway,Tim Hardaway,"['Stephon Marbury', 'Wilson Chandler', 'Tim Hardaway']",True,"['Shane Larkin', 'Travis Wear', 'Stephon Marbury', 'Wilson Chandler', 'Tim Hardaway']",True,"['Samuel Dalembert', 'Tyson Chandler', 'Shane Larkin', 'Travis Wear', 'Stephon Marbury', 'Wilson Chandler', 'Tim Hardaway']",True,"['Zach Randolph', 'Jared Jeffries', 'Toney Douglas', 'Samuel Dalembert', 'Tyson Chandler', 'Shane Larkin', 'Travis Wear', 'Stephon Marbury', 'Wilson Chandler', 'Tim Hardaway']",True
Nicolas Batum,Nicolas Batum,"['Robin Lopez', 'LaMarcus Aldridge', 'Nicolas Batum']",True,"['Joel Freeland', 'Steve Blake', 'Robin Lopez', 'LaMarcus Aldridge', 'Nicolas Batum']",True,"['Wesley Matthews', 'Damian Lillard', 'Joel Freeland', 'Steve Blake', 'Robin Lopez', 'LaMarcus Aldridge', 'Nicolas Batum']",True,"['Allen Crabbe', 'Martell Webster', 'Rudy Fernandez', 'Wesley Matthews', 'Damian Lillard', 'Joel Freeland', 'Steve Blake', 'Robin Lopez', 'LaMarcus Aldridge', 'Nicolas Batum']",True
James Young,Jeff Green,"['Rajon Rondo', 'Jared Sullinger', 'Jeff Green']",False,"['James Young', 'Paul Pierce', 'Rajon Rondo', 'Jared Sullinger', 'Jeff Green']",True,"['Kelly Olynyk', 'Evan Turner', 'James Young', 'Paul Pierce', 'Rajon Rondo', 'Jared Sullinger', 'Jeff Green']",True,"['Marcus Smart', 'Kevin Garnett', 'Jae Crowder', 'Kelly Olynyk', 'Evan Turner', 'James Young', 'Paul Pierce', 'Rajon Rondo', 'Jared Sullinger', 'Jeff Green']",True
